question,answer_llm,answer_orig,document
What’s the best way to clean docs before using them in RAG?,"Prepare the docs so they are **clean, structured, and easy to chunk and retrieve**.

In practice, that means:

- Remove obvious noise like broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and footers
- Preserve useful context like titles, section names, dates, page numbers, speaker names, and Q&A structure
- Store the result in a structured format if possible, such as JSON
- Chunk the documents so related context stays together
- Keep metadata that may help with filtering or ranking later

The goal is not just to shorten the text, but to make retrieval more accurate.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Should I strip out things like headers, footers, and HTML junk when preparing data for retrieval?","Yes — you should remove obvious noise like broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.

At the same time, keep useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure. The goal is not just to shorten the text, but to make retrieval more accurate.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Do I need to keep metadata and stuff like titles or page numbers for RAG, or can I just use plain text?","Yes — for RAG, you should usually **keep useful metadata**, not just plain text.

From the course context:

- Preserve useful context like **titles, section names, dates, page numbers, speaker names, and Q&A structure**
- **Keep metadata** that may help with **filtering or ranking later**
- The goal is not just to shorten text, but to make **retrieval more accurate**

So:
- **Plain text is okay as the base**
- But it’s better if you **attach metadata** and keep structural hints where possible

If you want, I can also suggest a simple minimal metadata schema for RAG chunks.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Is JSON required for document prep in a RAG pipeline, or can I use another format?","No. JSON is often convenient, but it is not mandatory for document prep in a RAG pipeline. You can use another structured format as long as the data is clean, structured, and easy to chunk and retrieve.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
How should I chunk documents so the retrieved context stays useful and accurate?,"Chunk documents so that **related context stays together** and retrieval is more accurate, not just shorter.

From the course guidance:

- **Remove noise first**: broken HTML, duplicates, boilerplate, OCR errors, repeated headers/footers.
- **Preserve useful structure**: titles, section names, dates, page numbers, speaker names, Q&A format.
- **Chunk with context in mind**: don’t split in the middle of something that belongs together.
- **Keep metadata** that can help later filtering or ranking.
- **Store the result in a structured format** that’s easy to process.

In short: make chunks **clean, self-contained, and semantically coherent** so the retrieved context is still useful and accurate.

If you want, I can also suggest a practical chunking strategy for PDFs or long articles.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"In GitHub Codespaces, `uv` shows “Failed to hardlink files” — does that mean the install broke?","No — it does **not** mean the install broke.

In GitHub Codespaces, `uv` may be unable to **hardlink** files from its cache into the environment. When that happens, it shows a warning and then **falls back to copying files** instead, so the package still installs correctly.

If you want to suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
"Why does `uv` warn about hardlinking in Codespaces, and is it safe to ignore?","`uv` warns about hardlinking in Codespaces because it can’t always create hardlinks between its cache and the target environment there. That’s a Codespaces environment limitation, not usually a real problem.

Yes, it’s safe to ignore: the package still installs, and `uv` falls back to copying the files instead.

If you want to suppress the warning, set:

```bash
export UV_LINK_MODE=copy
```

For a persistent setting:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
How can I stop the hardlink warning from showing up only for my current terminal session?,"You can suppress it for just the current terminal session by running:

```bash
export UV_LINK_MODE=copy
```

This only affects the current shell.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
What’s the easiest way to make `uv` use copy mode every time I open a new shell?,"The easiest way is to add this to your shell startup file:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

That makes `uv` use copy mode every time you open a new shell.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
"If `uv` can’t hardlink files, does it still finish installing the package or does it need a fix?","It still finishes installing the package. It’s not an error—`uv` falls back to copying files if it can’t hardlink them.

If you want to suppress the warning, you can set:

```bash
export UV_LINK_MODE=copy
```

If you want, I can also show how to make that persistent.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
"I’m getting ""dotenv is not recognized"" in my RAG setup — what package do I need to install?","Install `python-dotenv`.

You can add it with:

```bash
uv add python-dotenv
```

Then use it like this in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
How do I fix the error when Python can’t find dotenv?,"Install `python-dotenv`, then import and load it in your code:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv

load_dotenv()
```

If you’re using `uv`, you can also do:

```bash
uv add python-dotenv
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Which dependency should I add so I can use load_dotenv in Module 1?,"Add `python-dotenv`:

```bash
uv add python-dotenv
```

Then use:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
What’s the right way to install dotenv support with uv?,"Install `python-dotenv` with `uv`:

```bash
uv add python-dotenv
```

Then use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
"After installing the env package, how do I load variables in Python?","Use `python-dotenv` and call `load_dotenv()`:

```python
import os
from dotenv import load_dotenv

load_dotenv()

my_var = os.getenv(""MY_VAR"")
```

If you haven’t installed it yet, install `python-dotenv` first.","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Can I do the whole course on my own laptop instead of using Codespaces?,"Yes. Codespaces is just the easiest way to get the same environment for everyone, but you can run the course locally on your own laptop if you're comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you do run it locally, make sure your setup is documented and reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I skip Codespaces and run everything locally, what tools do I need to install first?","If you run the course locally instead of using Codespaces, you should install:

- Python
- `uv`
- Jupyter
- Docker
- Any other tools needed for the specific module

If you want, I can also list the Ollama installation steps from the course context.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"Is Codespaces required for the course, or is it only the easiest option to get started?","No — Codespaces is **not required**. It’s just the **easiest way to get started** because everyone uses the same environment.

You can also run the course **locally** if you’re comfortable setting up the needed tools like Python, `uv`, Jupyter, Docker, and anything else required by the module.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
What should I keep in mind if I set up the module environment on my machine instead of the provided one?,"If you set up the module locally, keep these in mind:

- You’ll need to install and manage the tools yourself: Python, `uv`, Jupyter, Docker, and anything else the module needs.
- Make sure your setup is documented.
- Keep the environment reproducible so you can recreate it later.

I don't know.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I use a local setup, do I need to write down my environment details so I can reproduce it later?",I don't know.,"Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I keep coding in GitHub Codespaces and never commit, where does my work actually live?","Your work lives inside the Codespaces Linux VM.

If you don’t commit, it stays there as uncommitted changes, but it can be lost if the codespace is stopped, deleted, or recreated.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Does code I write in Codespaces get lost if I close the browser or the VM stops?,"No, not necessarily.

Code saved in the Codespaces Linux VM survives a stop/start, and the repo in `/workspaces` persists across that. But if the Codespace is deleted, recreated, or rebuilt from a clean image, uncommitted changes can be lost. So you should commit and push your work regularly.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
"Is it safe to rely only on Codespaces storage, or should I commit my changes often?","No — it’s not safe to rely only on Codespaces storage. You should commit your work often.

Uncommitted changes are stored in the Codespaces Linux VM, but Codespaces can stop, disconnect, be rebuilt, or be deleted. Committing and pushing ensures your work is saved in your GitHub repository.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
What happens to my files in Codespaces if the workspace gets deleted later?,"If you delete the codespace later, any **uncommitted files or changes can be lost**. The repo in `/workspaces` persists across stop/start, but deleting or recreating the codespace means you should rely on **committed and pushed work** being safe in your GitHub repository.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Why do people keep saying I should commit regularly when using Codespaces?,"Because uncommitted work only lives inside the Codespaces Linux VM. If the codespace stops, gets deleted, or you recreate it, that work can be lost. Committing regularly stores your changes in your GitHub repository so they’re safe.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Why does WSL2 say the model needs more memory even though my PC has enough RAM?,"Because WSL2 does **not** automatically use all the RAM in your PC. It only sees the amount of memory allocated to WSL2 itself, which may be smaller than your total system RAM.

To fix it, increase WSL2’s memory limit by creating a `.wslconfig` file in:

`C:\Users\YourUsername\.wslconfig`

with something like:

```ini
[wsl2]
memory=8GB
```

Then restart WSL:

```bash
wsl --shutdown
```

You can verify the change with `free` inside WSL.

","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
How do I change the RAM that WSL2 can use on Windows?,"To change how much RAM WSL2 can use on Windows:

1. Create a `.wslconfig` file in your Windows user profile folder, for example:
   `C:\Users\YourUsername\.wslconfig`

2. Add this to the file:
   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL:
   ```bash
   wsl --shutdown
   ```

4. Open WSL again and run `free` to verify the new memory limit.

","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
Where should I put the .wslconfig file to give WSL2 more memory?,"Put the `.wslconfig` file in your Windows user profile directory:

`C:\Users\YourUsername\.wslconfig`

","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
What should I write in .wslconfig to increase WSL2 RAM?,"Write this in your `.wslconfig` file:

```ini
[wsl2]
memory=8GB
```

Then restart WSL with:

```bash
wsl --shutdown
```","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
"After changing WSL2 memory, how can I check if the new limit is active?",Run `free` in WSL to verify the changes.,"Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
"What can I do if my GitHub Codespace is stuck on ""Finishing up"" and never reconnects?","If your GitHub Codespace is stuck on **“Finishing up”** and never reconnects, try these workarounds:

1. Go to **github.com/codespaces**, stop the codespace, then start it again.
2. If that doesn’t work, open it in the **browser** instead of desktop VS Code, or try a different browser like **Edge, Chrome, or Brave**.
3. As a last resort, **delete the codespace and create a new one**.

If your setup seems gone, remember that a **rebuild or brand-new codespace starts clean**, so system/global installs may disappear. Your repo in `/workspaces` should persist across stop/start, and **committing/pushing often** is important because uncommitted changes can be lost if you delete or recreate the codespace.

If Codespaces keeps being flaky, you can also consider running the course **locally instead**.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
"If the codespace still won’t open after restarting it, is there another way to launch it that usually works?","Yes — if restarting still doesn’t work, try opening the codespace in the **browser** instead of desktop VS Code. If that still fails, try a different browser such as **Edge, Chrome, or Brave**.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
Why does it look like my whole setup disappeared after a rebuild or new codespace?,"A rebuild or a brand-new codespace starts from a clean image, so it can look like your setup “disappeared.” The repo in `/workspaces` persists across stop/start, but system or global installs outside your project may not survive. Reinstalling with `uv` is usually quick.

Also, if you didn’t commit your changes, they can be lost if you delete or recreate the codespace.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
"Do files in `/workspaces` survive when I stop and start a Codespace again, or do I lose everything?","Yes — files in `/workspaces` generally survive when you stop and start a Codespace again.

What you can lose is:
- **uncommitted changes** if you **delete/recreate** the codespace
- some **system/global installs** if the codespace is **rebuilt** or you start a **brand-new codespace**

So your repo files in `/workspaces` persist across stop/start, but it’s still a good idea to **commit and push often**.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
What’s the safest way to avoid losing my work if I have to delete or recreate the codespace?,"The safest way is to **commit and push your work often** to your GitHub repository.

Uncommitted changes may survive a stop/start, but they can be **lost if you delete or recreate the codespace**.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
"Can I use something other than OpenAI for the RAG exercises, or does the course require OpenAI specifically?","No, the course does **not** require OpenAI specifically. You can use **any LLM provider** that works for you.

Examples mentioned in the course context:
- **OpenAI-compatible hosted providers** like Groq, OpenRouter, DeepSeek, Gemini, Z.ai, or Mistral
- **Local models** via Ollama, vLLM, or LM Studio
- **Hugging Face-hosted models** like Qwen or Llama

If your provider has an **OpenAI-compatible endpoint**, you usually only need to change:
- `base_url`
- API key
- model name

So in short: **OpenAI is optional**. Use whatever provider is available and convenient.","If the provider used in the course isn't available or is blocked in your region (or you simply prefer another one), you can use any other LLM provider — the course isn't tied to OpenAI. Just switch to something else:

- Hosted, OpenAI-compatible providers — e.g. Groq, OpenRouter, DeepSeek, Gemini, Z.ai, Mistral. The course code uses the OpenAI client, so you usually only need to change the `base_url`, the API key, and the model name.
- Open models via Hugging Face (e.g. Qwen, Llama) if you prefer hosted open-source models.
- Serve a model locally with [Ollama](https://ollama.com/), [vLLM](https://github.com/vllm-project/vllm), LM Studio, or anything else — no external API call at all, so regional blocks don't apply and you don't need a paid key. Most of these also expose an OpenAI-compatible endpoint, so the course code works with only a `base_url` change.
- Rent a GPU machine and serve the model there (e.g. with vLLM) if your own machine can't run the model you want. This gives you a private OpenAI-compatible endpoint to point the course code at — just remember to stop/delete the instance when you're done so you don't keep paying for it.
- A VPN also works if you just need to reach a provider that's blocked at the network level.

Anything with an OpenAI-compatible endpoint (or a locally served model) will work — pick whatever is available and convenient for you.

For a curated list of options, see [Awesome LLMs](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md) in the course repo, which collects OpenAI API alternatives and tools for running models locally.",c6ff9083c0
"If I switch to another LLM provider, do I need to rewrite the course code or just update a few settings?","Usually just a few settings.

The course code is built to work with OpenAI-compatible providers, so if you switch to another provider you typically only need to change:

- `base_url`
- API key
- model name

If the new provider is not fully OpenAI-compatible, you may need some code adjustments because response formats, tool schemas, or tokenizers can differ.","If the provider used in the course isn't available or is blocked in your region (or you simply prefer another one), you can use any other LLM provider — the course isn't tied to OpenAI. Just switch to something else:

- Hosted, OpenAI-compatible providers — e.g. Groq, OpenRouter, DeepSeek, Gemini, Z.ai, Mistral. The course code uses the OpenAI client, so you usually only need to change the `base_url`, the API key, and the model name.
- Open models via Hugging Face (e.g. Qwen, Llama) if you prefer hosted open-source models.
- Serve a model locally with [Ollama](https://ollama.com/), [vLLM](https://github.com/vllm-project/vllm), LM Studio, or anything else — no external API call at all, so regional blocks don't apply and you don't need a paid key. Most of these also expose an OpenAI-compatible endpoint, so the course code works with only a `base_url` change.
- Rent a GPU machine and serve the model there (e.g. with vLLM) if your own machine can't run the model you want. This gives you a private OpenAI-compatible endpoint to point the course code at — just remember to stop/delete the instance when you're done so you don't keep paying for it.
- A VPN also works if you just need to reach a provider that's blocked at the network level.

Anything with an OpenAI-compatible endpoint (or a locally served model) will work — pick whatever is available and convenient for you.

For a curated list of options, see [Awesome LLMs](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md) in the course repo, which collects OpenAI API alternatives and tools for running models locally.",c6ff9083c0
